CODIGO,DESCRIPCION,URL_QR
MOE001REM.46,SILLA VISITA,https://fias-activos.github.io/consulta/?codigo=MOE001REM.46
MOE001REM.47,SILLA VISITA,https://fias-activos.github.io/consulta/?codigo=MOE001REM.47
MOE001REM.48,SILLA VISITA,https://fias-activos.github.io/consulta/?codigo=MOE001REM.48
MOE001REM.49,SILLA RECEPCIÓN,https://fias-activos.github.io/consulta/?codigo=MOE001REM.49
MOE001REM.50,SILLA RECEPCIÓN,https://fias-activos.github.io/consulta/?codigo=MOE001REM.50
MOE001REM.51,MESA,https://fias-activos.github.io/consulta/?codigo=MOE001REM.51
MOE001REM.53,PANELES,https://fias-activos.github.io/consulta/?codigo=MOE001REM.53
MOE001REM.54,PANELES,https://fias-activos.github.io/consulta/?codigo=MOE001REM.54
MOE001REM.55,PANELES,https://fias-activos.github.io/consulta/?codigo=MOE001REM.55
MOE001REM.56,PANELES,https://fias-activos.github.io/consulta/?codigo=MOE001REM.56
MOE001REM.57,PANELES,https://fias-activos.github.io/consulta/?codigo=MOE001REM.57
MOE001REM.58,PANELES,https://fias-activos.github.io/consulta/?codigo=MOE001REM.58
MOE001REM.59,ESTACIONES MARK,https://fias-activos.github.io/consulta/?codigo=MOE001REM.59
MOE001REM.60,ESTACIONES MARK,https://fias-activos.github.io/consulta/?codigo=MOE001REM.60
MOE001REM.61,SILLA PRESIDENTE,https://fias-activos.github.io/consulta/?codigo=MOE001REM.61
MOE001REM.62,SILLA PRESIDENTE,https://fias-activos.github.io/consulta/?codigo=MOE001REM.62
MOE001REM.63,SILLA PRESIDENTE,https://fias-activos.github.io/consulta/?codigo=MOE001REM.63
FIAS.20.03.027,SISTEMA DE VIDEO CONFERENCIA,https://fias-activos.github.io/consulta/?codigo=FIAS.20.03.027
FIAS.20.03.042,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.20.03.042
FIAS.20.03.038,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.20.03.038
FIAS.20.03.039,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.20.03.039
FIAS.20.03.040,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.20.03.040
FIAS.20.03.041,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.20.03.041
FIAS.20.03.043,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.20.03.043
FIAS.20.03.008,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.20.03.008
SOFTWARE,23 LICENCIAS ANTIVIRUS,https://fias-activos.github.io/consulta/?codigo=SOFTWARE
FIAS.18.01.028,ESCRITORIO OPERATIVO EN L. LÍNEA BE.,https://fias-activos.github.io/consulta/?codigo=FIAS.18.01.028
FIAS.21.03.044,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.21.03.044
FIAS.21.03.045,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.21.03.045
FIAS.21.03.046,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.21.03.046
FIAS.21.02.061,COCHE PLATAFORMA + ESCALERA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.02.061
MOE015REM.1,ESCRITORIO TIPO L,https://fias-activos.github.io/consulta/?codigo=MOE015REM.1
MOE015REM.2,ESCRITORIO TIPO L,https://fias-activos.github.io/consulta/?codigo=MOE015REM.2
MOE015REM.3,SILLA OPERATIVA,https://fias-activos.github.io/consulta/?codigo=MOE015REM.3
MOE015REM.4,SILLA OPERATIVA,https://fias-activos.github.io/consulta/?codigo=MOE015REM.4
MOE015REM.5,SILLA OPERATIVA,https://fias-activos.github.io/consulta/?codigo=MOE015REM.5
MOE015REM.6,SILLA OPERATIVA,https://fias-activos.github.io/consulta/?codigo=MOE015REM.6
MOE015REM.7,SILLA OPERATIVA,https://fias-activos.github.io/consulta/?codigo=MOE015REM.7
MOE015REM.8,SILLA OPERATIVA,https://fias-activos.github.io/consulta/?codigo=MOE015REM.8
MOE015REM.9,ESTACIÓN TRABAJO,https://fias-activos.github.io/consulta/?codigo=MOE015REM.9
MOE015REM.10,SILLA VISITA,https://fias-activos.github.io/consulta/?codigo=MOE015REM.10
MOE015REM.11,SILLA VISITA,https://fias-activos.github.io/consulta/?codigo=MOE015REM.11
FIAS.21.01.137,SOFA DE  ESPERA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.137
FIAS.21.01.138,CREDENZA PARA RECEPCIÓN,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.138
FIAS.21.01.139,MUEBLE TIPO LOCKER,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.139
FIAS.21.01.140,CREDENZA DE ARCHIVACIÓN,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.140
FIAS.21.01.141,MUEBLE PARA IMPRESORA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.141
FIAS.21.01.214,BIBLIOTECA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.214
FIAS.21.01.144,MUEBLE TIPO CREDENZA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.144
FIAS.21.01.177,SILLA DE VISITAS,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.177
FIAS.21.01.178,SILLA DE VISITAS,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.178
FIAS.21.01.212,ESCRITORIO CON BIBLIOTECA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.212
FIAS.21.01.213,ESCRITORIO CON BIBLIOTECA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.213
FIAS.21.01.233,ESCRITORIO CON BIBLIOTECA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.233
FIAS.21.01.215,ESCRITORIO CON BIBLIOTECA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.215
FIAS.21.01.216,ESCRITORIO CON BIBLIOTECA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.216
FIAS.21.01.217,CAUNTER RECEPCIÓN,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.217
FIAS.21.01.218,SILLA OPERATIVA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.218
FIAS.21.01.219,SILLA OPERATIVA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.219
FIAS.21.01.220,SILLA OPERATIVA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.220
FIAS.21.01.221,SILLA OPERATIVA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.221
FIAS.21.01.222,SILLA OPERATIVA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.222
FIAS.21.01.223,TABURETE CAFETERÍA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.223
FIAS.21.01.224,TABURETE CAFETERÍA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.224
FIAS.21.01.225,TABURETE CAFETERÍA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.225
FIAS.21.01.226,TABURETE CAFETERÍA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.226
FIAS.21.01.227,CREDENZA – MUEBLE,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.227
FIAS.21.01.228,CREDENZA – MUEBLE,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.228
FIAS.21.01.229,CREDENZA – MUEBLE,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.229
FIAS.21.01.230,CREDENZA – MUEBLE,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.230
FIAS.21.01.231,MESÓN CAFETERÍA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.231
FIAS.21.01.232,MUEBLE AÉREO,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.232
FIAS.21.02.60,PANEL LED +PEDESTAL+MICROF,https://fias-activos.github.io/consulta/?codigo=FIAS.21.02.60
FIAS.21.03.049,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.21.03.049
FIAS.21.03.047,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.21.03.047
FIAS.21.03.048,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.21.03.048
FIAS.21.03.050,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.21.03.050
FIAS.21.03.029,IMPRESORA MULTIFUNCIÓN,https://fias-activos.github.io/consulta/?codigo=FIAS.21.03.029
FIAS.21.03.031,IMPRESORA MULTIFUNCIÓN,https://fias-activos.github.io/consulta/?codigo=FIAS.21.03.031
FIAS.21.02.009,CLIMATIZADOR,https://fias-activos.github.io/consulta/?codigo=FIAS.21.02.009
FIAS.21.01.195,ESCRITORIO EN L,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.195
FIAS.21.01.196,ESCRITORIO EN L,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.196
FIAS.21.01.15,ESCRITORIO BIBLIOTECA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.15
FIAS.21.01.199,BIBLIOTECA ALTA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.199
FIAS.21.01.202,CREDENZA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.202
FIAS.21.01.101,SILLA OPERATIVAS,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.101
FIAS.21.01.016,SILLA OPERATIVAS,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.016
FIAS.21.01.017,SILLA OPERATIVAS,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.017
FIAS.21.01.203,SILLA OPERATIVAS,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.203
FIAS.21.01.204,SILLA OPERATIVAS,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.204
FIAS.21.01.205,SILLA OPERATIVAS,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.205
FIAS.21.01.206,MUEBLE AÉREO,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.206
FIAS.21.01.211,MUEBLE IMPRESORA,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.211
MOE014REM.1,MESA DE REUNIONES,https://fias-activos.github.io/consulta/?codigo=MOE014REM.1
MOE014REM.2,ESCRITORIO BIBLIOTECA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.2
MOE014REM.3,ESCRITORIO BIBLIOTECA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.3
MOE014REM.4,ESCRITORIO BIBLIOTECA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.4
MOE014REM.5,ESCRITORIO BIBLIOTECA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.5
MOE014REM.7,SILLA OPERATIVA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.7
MOE014REM.8,SILLA OPERATIVA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.8
MOE014REM.9,MUEBLE CAFETERÍA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.9
MOE014REM.10,BUTACA CAFETERÍA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.10
MOE014REM.11,BUTACA CAFETERÍA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.11
MOE014REM.12,BUTACA CAFETERÍA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.12
MOE014REM.13,BUTACA CAFETERÍA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.13
MOE014REM.14,MESÓN CAFETERÍA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.14
MOE014REM.15,SILLA SALA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.15
MOE014REM.16,SILLA SALA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.16
MOE014REM.17,SILLA SALA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.17
MOE014REM.18,SILLA SALA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.18
MOE014REM.19,SILLA SALA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.19
MOE014REM.20,SILLA SALA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.20
MOE014REM.21,SILLA SALA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.21
MOE014REM.22,SILLA SALA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.22
MOE014REM.23,SILLA SALA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.23
MOE014REM.24,SILLA SALA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.24
MOE014REM.25,SILLA SALA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.25
MOE014REM.26,SILLA SALA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.26
MOE014REM.27,SOPORTE TV,https://fias-activos.github.io/consulta/?codigo=MOE014REM.27
MOE014REM.28,PUERTA CORREDIZA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.28
MOE014REM.29,MUEBLE CAFETERÍA,https://fias-activos.github.io/consulta/?codigo=MOE014REM.29
FIAS.21.01.187,REPISERO,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.187
FIAS.21.01.188,ARCHIVADOR,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.188
FIAS.21.01.189,LACTARIO,https://fias-activos.github.io/consulta/?codigo=FIAS.21.01.189
FIAS.22.03.051,TECLADO,https://fias-activos.github.io/consulta/?codigo=FIAS.22.03.051
FIAS.23.03.052,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.23.03.052
FIAS.23.03.053,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.23.03.053
FIAS.23.03.054,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.23.03.054
FIAS.23.03.055,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.23.03.055
FIAS.23.03.056,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.23.03.056
FIAS.23.03.057,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.23.03.057
FIAS.23.03.058,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.23.03.058
FIAS.23.03.059,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.23.03.059
FIAS.23.03.060,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.23.03.060
FIAS.24.02.062,MICROONDAS,https://fias-activos.github.io/consulta/?codigo=FIAS.24.02.062
EC761UGP,DISCO EXTERNO,https://fias-activos.github.io/consulta/?codigo=EC761UGP
FIAS.24.01.189,CAMILLA,https://fias-activos.github.io/consulta/?codigo=FIAS.24.01.189
FIAS.25.03.063,IMPRESORA MULTIFUNCIÓN,https://fias-activos.github.io/consulta/?codigo=FIAS.25.03.063
FIAS.25.03.061,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.25.03.061
FIAS.25.03.062,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.25.03.062
FIAS.25.03.064,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.25.03.064
FIAS.25.03.065,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.25.03.065
FIAS.25.03.066,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.25.03.066
FIAS.25.03.067,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.25.03.067
FIAS.25.03.068,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.25.03.068
FIAS.25.03.069,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.25.03.069
FIAS.25.03.070,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.25.03.070
FIAS.25.03.071,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.25.03.071
FIAS.25.03.072,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.25.03.072
FIAS.26.03.073,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.073
FIAS.26.03.074,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.074
FIAS.26.03.075,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.075
FIAS.26.03.076,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.076
FIAS.26.03.077,ESTABILIZADOR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.077
FIAS.26.03.078,MICROFONO DE CORBATA,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.078
FIAS.26.03.079,TELEFONO CELULAR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.079
FIAS.26.03.080,TELEFONO CELULAR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.080
FIAS.26.03.081,TELEFONO CELULAR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.081
FIAS.26.03.082,TELEFONO CELULAR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.082
FIAS.26.03.083,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.083
FIAS.26.03.084,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.084
FIAS.26.03.085,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.085
FIAS.26.03.086,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.086
FIAS.26.03.087,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.087
FIAS.26.03.088,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.088
FIAS.26.03.089,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.089
FIAS.26.03.090,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.090
FIAS.26.03.091,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.091
FIAS.26.03.092,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.092
FIAS.26.03.093,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.093
FIAS.26.03.094,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.094
FIAS.26.03.095,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.095
FIAS.26.03.096,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.096
FIAS.26.03.097,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.097
FIAS.26.03.098,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.098
FIAS.26.03.099,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.099
FIAS.26.03.100,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.100
FIAS.26.03.101,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.101
FIAS.26.03.102,COMPUTADOR PORTATIL,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.102
FIAS.26.03.103,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.103
FIAS.26.03.104,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.104
FIAS.26.03.105,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.105
FIAS.26.03.106,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.106
FIAS.26.03.107,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.107
FIAS.26.03.108,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.108
FIAS.26.03.109,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.109
FIAS.26.03.110,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.110
FIAS.26.03.111,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.111
FIAS.26.03.112,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.112
FIAS.26.03.113,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.113
FIAS.26.03.114,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.114
FIAS.26.03.115,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.115
FIAS.26.03.116,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.116
FIAS.26.03.117,MONITOR,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.117
FIAS.26.03.118,IMPRESORA TERMICA,https://fias-activos.github.io/consulta/?codigo=FIAS.26.03.118
